meso_num	plant_id	plant_sp	height_i_cm	height_f_cm	dead_all	above_biomass_g	belowBEF_biomass_g
183	sp8	GSH	7.1	7.9	NA	0.1128	NA
184	sp1	GMI	0.4	0.6	NA	not_detected	NA
184	sp2	GSH	7.8	7.9	NA	0.1147	NA
184	sp3	GMI	0.5	1.1	NA	not_detected	NA
184	sp4	GSH	4.9	5.3	NA	0.0417	NA
184	sp5	GMI	0.7	0.8	NA	not_detected	NA
184	sp6	GSH	4.2	4.7	NA	0.0422	NA
184	sp7	GMI	0.7	0.6	NA	not_detected	NA
184	sp8	GSH	6.9	7.2	NA	0.0928	NA
185	sp1	VMA	1.9	2.6	NA	0.0026	NA
185	sp2	GMI	0.3	0.4	dead	not_detected	NA
185	sp3	VMA	1.8	2.1	NA	0.0023	NA
185	sp4	GMI	0.3	0.5	NA	not_detected	NA
185	sp5	VMA	2.4	2.9	NA	0.0047	NA
185	sp6	GMI	0.7	0.7	NA	not_detected	NA
185	sp7	VMA	1.8	2.3	NA	0.0042	NA
185	sp8	GMI	0.5	0.5	NA	not_detected	NA
186	sp1	VVI	1.1	1.1	NA	0.0008	0.0241
186	sp2	VMA	1.5	1.8	NA	0.0053	NA
186	sp3	VVI	1.3	1.4	NA	0.0017	NA
186	sp4	VMA	2.7	3.1	NA	0.0046	NA
186	sp5	VVI	1	1.1	NA	0.0015	NA
186	sp6	VMA	2.3	3.4	NA	0.003	NA
186	sp7	VVI	1	1.2	NA	0.0014	NA
186	sp8	VMA	2.3	4.6	NA	0.0062	NA
187	sp1	VCO	2.2	2.2	NA	0.0045	0.0173
187	sp2	VMA	2.1	2.6	NA	0.0043	NA
187	sp3	PJA	2	2.1	NA	0.006	NA
187	sp4	GMI	0.4	0.9	NA	0.0004	NA
187	sp5	VCO	0.7	1	NA	0.0013	NA
187	sp6	VMA	2.1	2.2	NA	0.0028	NA
187	sp7	PJA	2.3	2.5	sick	0.0055	NA
187	sp8	GMI	0.2	0.5	NA	not_detected	NA
188	sp1	VAN	0.8	1.2	NA	NA	NA
188	sp2	VCO	2.5	3.4	NA	0.0044	NA
188	sp3	VVI	1.1	1.6	NA	NA	NA
188	sp4	PJA	4.9	5.4	NA	NA	NA
188	sp5	VAN	1.5	1.6	sick	NA	NA
188	sp6	VCO	1.9	2.9	NA	0.0029	NA
188	sp7	VVI	1.2	1.7	NA	NA	NA
188	sp8	PJA	0.6	1.1	NA	NA	NA
189	sp1	GPR	1.1	2	NA	0.0021	NA
189	sp2	VMY	2.5	3.1	NA	NA	NA
189	sp3	VMA	2.3	2.5	NA	NA	NA
189	sp4	GSH	4.5	4.5	NA	NA	NA
189	sp5	GPR	1.3	1.3	NA	0.0021	NA
189	sp6	VMY	3	3.1	sick	NA	NA
189	sp7	VMA	2.3	2.5	NA	NA	NA
189	sp8	GSH	2.6	3	NA	NA	NA
190	sp1	CVU	1.5	2.1	NA	0.0043	0.0908
190	sp2	VCO	1.9	2.1	NA	0.0032	NA
190	sp3	PJA	1.2	2	NA	0.005	NA
190	sp4	GMI	0.4	0.2	dead	not_detected	NA
190	sp5	CVU	0.8	0.9	NA	0.0007	NA
190	sp6	VCO	1.7	1.5	dead	0.0024	NA
190	sp7	PJA	4.6	5.3	NA	0.0755	NA
190	sp8	GMI	0.3	0.3	NA	not_detected	NA
191	sp1	VAN	1.9	2.3	NA	0.0012	NA
191	sp2	VCO	2.1	2.6	NA	0.0028	NA
191	sp3	VMA	2.3	3	NA	NA	NA
191	sp4	GSH	7.5	7.6	NA	NA	NA
191	sp5	VAN	1.5	2.1	NA	0.0019	NA
191	sp6	VCO	3	4.3	NA	0.0124	NA
191	sp7	VMA	2.4	3.5	NA	NA	NA
191	sp8	GSH	4.4	4.8	NA	NA	NA
192	sp1	CVU	2.4	2.8	NA	NA	NA
192	sp2	VCO	2.4	2.6	no_leaves	NA	NA
192	sp3	VVI	2.5	2.7	NA	0.0016	NA
192	sp4	KLA	1.6	2.1	sick	NA	NA
192	sp5	CVU	2.3	2.5	NA	NA	NA
192	sp6	VCO	2.6	2.6	NA	0.0036	NA
192	sp7	VVI	2.4	3	NA	0.0031	NA
192	sp8	KLA	2.7	2.9	sick	NA	NA
193	sp1	GPR	0.7	1.1	NA	NA	NA
193	sp2	VMA	1.7	2	NA	NA	NA
193	sp3	KLA	1.2	1.6	NA	NA	NA
193	sp4	GSH	3.2	3.3	NA	NA	NA
193	sp5	GPR	0.5	1	NA	NA	NA
193	sp6	VMA	2.5	3	NA	0.0047	NA
193	sp7	KLA	1	1.3	NA	NA	NA
193	sp8	GSH	6.5	6.5	NA	NA	NA
194	sp1	CVU	3.5	4.1	NA	0.0275	0.0546
194	sp2	KLA	1.5	1.8	NA	0.0052	NA
194	sp3	GMI	0.3	0.5	NA	not_detected	NA
194	sp4	GSH	6.4	7.4	NA	0.0361	NA
194	sp5	CVU	0.7	1.9	NA	0.001	NA
194	sp6	KLA	1.1	1.6	NA	0.0037	NA
194	sp7	GMI	0.2	0.2	NA	not_detected	NA
194	sp8	GSH	5	5.6	NA	0.0335	NA
195	sp1	VMA	2.4	2.9	NA	NA	NA
195	sp2	KLA	1.4	1.7	NA	NA	NA
195	sp3	GMI	0.5	0.5	NA	NA	NA
195	sp4	GSH	5	5.2	NA	NA	NA
195	sp5	VMA	1.5	1.7	NA	NA	NA
195	sp6	KLA	0.6	1	NA	NA	NA
195	sp7	GMI	0.7	0.7	NA	NA	NA
195	sp8	GSH	1.6	2	NA	NA	NA
196	sp1	VCO	2.9	4	NA	0.0054	0.1635
196	sp2	VVI	1.4	2.1	NA	0.0019	NA
196	sp3	GMI	0.3	0.4	NA	not_detected	NA
196	sp4	GSH	9.1	9.2	NA	0.2267	NA
196	sp5	VCO	1.6	1.8	NA	0.0019	NA
196	sp6	VVI	1.1	1.5	NA	0.0008	NA
196	sp7	GMI	0.6	0.4	NA	not_detected	NA
196	sp8	GSH	5.2	6	NA	0.0605	NA
197	sp1	VAN	1.3	1.5	NA	NA	NA
197	sp2	VVI	1.1	1.2	NA	NA	NA
197	sp3	VMA	3.5	4.2	NA	0.0048	NA
197	sp4	GMI	0.5	0.7	NA	NA	NA
197	sp5	VAN	2.5	2.6	NA	NA	NA
197	sp6	VVI	1.2	1.3	NA	NA	NA
197	sp7	VMA	2.1	2	NA	0.0026	NA
197	sp8	GMI	0.5	NA	dead	NA	NA
198	sp1	VVI	1.9	2.3	NA	0.0022	0.1366
198	sp2	VMA	2.4	3.1	NA	0.0023	NA
198	sp3	KLA	5	5.1	NA	0.068	NA
198	sp4	GSH	3.2	3.3	NA	0.0229	NA
198	sp5	VVI	1.5	1.8	NA	0.0031	NA
198	sp6	VMA	3.1	3.6	NA	0.0063	NA
198	sp7	KLA	2.2	2.5	NA	0.0342	NA
198	sp8	GSH	9.1	9.4	NA	0.0827	NA
199	sp1	VMY	1.1	1.2	NA	NA	NA
199	sp2	VCO	2.3	2.3	NA	0.0042	NA
199	sp3	VVI	1.1	1.2	NA	0.0008	NA
199	sp4	GSH	5.9	6	NA	NA	NA
199	sp5	VMY	1.4	1.4	NA	NA	NA
199	sp6	VCO	1.6	1.1	dead	NA	NA
199	sp7	VVI	1.3	1.1	NA	0.0014	NA
199	sp8	GSH	3	3.2	NA	NA	NA
200	sp1	CVU	0.9	1.1	NA	0.001	NA
200	sp2	VCO	2.6	2.5	dead	NA	NA
200	sp3	VMA	1.8	2.8	NA	NA	NA
200	sp4	GMI	0.6	0.8	NA	not_detected	NA
200	sp5	CVU	0.9	1	NA	0.0014	NA
200	sp6	VCO	2.3	2.1	NA	NA	NA
200	sp7	VMA	2.2	2.7	NA	0.0029	NA
200	sp8	GMI	0.8	0.8	NA	not_detected	NA
201	sp1	GPR	1.1	2.1	NA	0.001	0.0492
201	sp2	VMY	0.9	1.3	NA	0.0018	NA
201	sp3	VVI	1.6	2.1	NA	0.0019	NA
201	sp4	VMA	2.4	3.2	NA	0.0034	NA
201	sp5	GPR	1.5	2.5	NA	0.0016	NA
201	sp6	VMY	5.8	5.5	NA	0.0502	NA
201	sp7	VVI	1.6	2.2	NA	0.0016	NA
201	sp8	VMA	3.8	4.5	NA	0.005	NA
202	sp1	VMY	2	1.7	NA	NA	NA
202	sp2	VMA	3.8	3.9	NA	NA	NA
202	sp3	KLA	3.3	3.6	NA	NA	NA
202	sp4	GSH	4.7	4.7	NA	NA	NA
202	sp5	VMY	1.5	2.1	NA	NA	NA
202	sp6	VMA	4.1	4.1	NA	NA	NA
202	sp7	KLA	3	2.5	sick	NA	NA
202	sp8	GSH	5.9	6.1	NA	NA	NA
203	sp1	VAN	2.6	3.5	sick	0.0097	0.0676
203	sp2	VCO	1.6	2.2	NA	0.0023	NA
203	sp3	KLA	1.5	1.7	NA	0.0067	NA
203	sp4	GSH	7.2	7.7	NA	0.0952	NA
203	sp5	VAN	1.1	1.2	NA	not_detected	NA
203	sp6	VCO	1.8	1.9	NA	0.0032	NA
203	sp7	KLA	2.5	2.9	NA	0.0809	NA
203	sp8	GSH	1.1	1.1	NA	0.0011	NA
204	sp1	GPR	1.2	1.3	NA	NA	NA
204	sp2	VMY	1.8	1.9	NA	0.0019	NA
204	sp3	GMI	0.8	1.1	NA	NA	NA
204	sp4	GSH	1.7	1.8	NA	NA	NA
204	sp5	GPR	1	1.3	NA	NA	NA
204	sp6	VMY	1.3	1.4	NA	0.0014	NA
204	sp7	GMI	0.8	0.8	NA	NA	NA
204	sp8	GSH	4.6	5	NA	NA	NA
205	sp1	VAN	1.3	1.4	NA	0.001	NA
205	sp2	VCO	3.1	3.6	NA	0.0066	NA
205	sp3	VVI	2.2	2.4	NA	NA	NA
205	sp4	VMA	1.9	2.2	NA	NA	NA
205	sp5	VAN	0.1	0.4	NA	0.0006	NA
205	sp6	VCO	4.1	4.5	NA	NA	NA
205	sp7	VVI	0.9	1	NA	NA	NA
205	sp8	VMA	2.6	2.6	NA	NA	NA
206	sp1	VMY	1.1	2	NA	NA	NA
206	sp2	VCO	3.8	4.5	NA	0.0094	NA
206	sp3	VMA	2.6	3.2	NA	NA	NA
206	sp4	KLA	0.8	1	NA	0.0008	NA
206	sp5	VMY	0.9	1.1	NA	NA	NA
206	sp6	VCO	2.1	2.4	sick	NA	NA
206	sp7	VMA	2.4	2.6	NA	NA	NA
206	sp8	KLA	2.5	2	NA	0.0107	NA
207	sp1	VVI	1.2	1.4	NA	0.0016	NA
207	sp2	KLA	1	1.4	NA	0.0097	NA
207	sp3	GMI	0.6	0.6	NA	0.0051	NA
207	sp4	GSH	1.9	2.2	NA	0.0028	NA
207	sp5	VVI	2.2	2.4	NA	0.0015	NA
207	sp6	KLA	0.8	1.1	NA	0.0049	NA
207	sp7	GMI	0.7	1.1	NA	0.0015	NA
207	sp8	GSH	1.5	1.5	NA	0.0008	NA
208	sp1	VCO	3.5	4.1	NA	0.0063	0.0532
208	sp2	VVI	1.8	2.1	NA	0.002	NA
208	sp3	VMA	3	4.2	NA	0.0097	NA
208	sp4	GSH	3.9	4.2	NA	0.0152	NA
208	sp5	VCO	1.8	2	NA	0.0047	NA
208	sp6	VVI	1.5	1.6	NA	0.0028	NA
208	sp7	VMA	6.3	7.6	NA	0.0205	NA
208	sp8	GSH	1.2	1.3	NA	0.0014	NA
209	sp1	VCO	4.2	4.2	NA	0.011	NA
209	sp2	VVI	1	1.1	NA	not_detected	NA
209	sp3	VMA	2.3	2.6	NA	0.0028	NA
209	sp4	PJA	4.1	4.6	NA	0.0551	NA
209	sp5	VCO	3.7	4.1	NA	0.0091	NA
209	sp6	VVI	1.1	1.1	NA	0.0008	NA
209	sp7	VMA	2.4	3	NA	0.0047	NA
209	sp8	PJA	3.5	3.7	NA	0.0373	NA
210	sp1	GPR	0.8	1.5	NA	0.0031	NA
210	sp2	VMY	2.1	2.7	NA	0.0077	NA
210	sp3	VCO	2.1	2	NA	0.0023	NA
210	sp4	KLA	2.4	2.5	NA	0.0242	NA
210	sp5	GPR	0.9	1.4	NA	0.0027	NA
210	sp6	VMY	0.9	1.4	NA	0.0017	NA
210	sp7	VCO	0.9	0.7	no_leaves	0.0007	NA
210	sp8	KLA	1.5	1.8	NA	0.0068	NA
211	sp1	GPR	1	1.2	NA	0.0023	NA
211	sp2	VMY	1.1	1.1	NA	0.0009	NA
211	sp3	VMA	3.2	3.7	NA	0.0064	NA
211	sp4	GMI	0.2	0.6	NA	not_detected	NA
211	sp5	GPR	1	1.1	NA	0.002	NA
211	sp6	VMY	0.8	1.3	NA	0.0011	NA
211	sp7	VMA	3.5	4.5	NA	0.0079	NA
211	sp8	GMI	0.2	0.6	NA	not_detected	NA
212	sp1	CVU	1	2.5	NA	0.002	NA
212	sp2	VCO	1.9	1.5	no_leaves	0.0017	NA
212	sp3	VVI	1	1.8	NA	0.0004	NA
212	sp4	GMI	0.3	1.6	NA	0.0004	NA
212	sp5	CVU	0.8	1.8	NA	0.0008	NA
212	sp6	VCO	2	2.1	NA	0.0017	NA
212	sp7	VVI	1.5	2	NA	0.0013	NA
212	sp8	GMI	0.4	NA	dead	not_detected	NA
213	sp1	VCO	1.6	2.9	NA	0.0012	NA
213	sp2	KLA	2.7	2.6	NA	0.025	NA
213	sp3	GMI	0.6	0.5	NA	not_detected	NA
213	sp4	GSH	4	4.5	NA	0.0315	NA
213	sp5	VCO	5.2	4.3	NA	0.0146	NA
213	sp6	KLA	3.5	2.2	NA	0.022	NA
213	sp7	GMI	0.3	0.4	NA	not_detected	NA
213	sp8	GSH	1.1	1.3	NA	0.0011	NA
214	sp1	CVU	1	1.9	NA	0.0004	NA
214	sp2	VMA	2.2	2.6	NA	0.0058	NA
214	sp3	GMI	0.4	0.9	NA	not_detected	NA
214	sp4	GSH	1.9	2.3	NA	0.0072	NA
214	sp5	CVU	1.1	1.9	NA	not_detected	NA
214	sp6	VMA	3.2	3.9	NA	0.0055	NA
214	sp7	GMI	0.4	0.6	NA	not_detected	NA
214	sp8	GSH	1	1.7	NA	0.0005	NA
215	sp1	VCO	2	2.5	dead	0.0017	0.0994
215	sp2	VMA	2.5	3.2	NA	0.0036	NA
215	sp3	GMI	0.3	0.5	NA	not_detected	NA
215	sp4	GSH	8.9	10.2	NA	0.1963	NA
215	sp5	VCO	2	2.6	NA	0.0039	NA
215	sp6	VMA	2.4	4.2	NA	0.0067	NA
215	sp7	GMI	0.5	0.6	NA	not_detected	NA
215	sp8	GSH	0.7	1.7	NA	0.0023	NA
216	sp1	VVI	1.6	2.4	NA	0.0028	0.0456
216	sp2	VMA	3.8	5.5	NA	0.0164	NA
216	sp3	GMI	0.5	1.1	NA	NA	NA
216	sp4	GSH	3.6	4.6	NA	0.0081	NA
216	sp5	VVI	2	2.7	NA	0.0393	NA
216	sp6	VMA	3.6	4.5	NA	0.0074	NA
216	sp7	GMI	0.5	1.4	NA	0.0012	NA
216	sp8	GSH	1.6	2	NA	0.0014	NA
217	sp1	VAN	0.8	1	NA	0.0009	NA
217	sp2	VMY	0.9	1.4	NA	0.0014	NA
217	sp3	VCO	1	1.1	no_leaves	0.001	NA
217	sp4	VVI	0.8	1.1	NA	0.0012	NA
217	sp5	VMA	2.5	2.9	NA	0.0038	NA
217	sp6	KLA	1.1	1.3	NA	0.0186	NA
217	sp7	GMI	0.3	0.4	NA	not_detected	NA
217	sp8	GSH	1.4	1.8	NA	0.0021	NA
218	sp1	VAN	0.9	1.3	NA	0.0008	0.0325
218	sp2	CVU	1	1.5	NA	0.001	NA
218	sp3	VCO	1.6	1.7	NA	0.0028	NA
218	sp4	VVI	1	1.2	NA	0.0007	NA
218	sp5	VMA	1.8	2.3	NA	0.0028	NA
218	sp6	KLA	1.1	1.4	NA	0.0089	NA
218	sp7	GMI	0.6	0.6	NA	not_detected	NA
218	sp8	GSH	2.2	2.6	NA	0.0125	NA
219	sp1	VAN	0.4	0.7	NA	0.0005	NA
219	sp2	CVU	0.5	0.7	NA	not_detected	NA
219	sp3	VCO	1.8	2	dead	0.0054	NA
219	sp4	VVI	1.3	2	NA	0.0035	NA
219	sp5	VMA	3	3.7	NA	0.0049	NA
219	sp6	PJA	2.4	3	NA	0.0179	NA
219	sp7	GMI	0.5	0.7	NA	not_detected	NA
219	sp8	GSH	7.4	9	NA	0.1302	NA
220	sp1	VAN	2.8	3.6	no_leaves	0.0079	NA
220	sp2	CVU	0.3	0.5	NA	not_detected	NA
220	sp3	VCO	1.3	1.8	sick	0.0021	NA
220	sp4	VVI	0.8	0.7	NA	0.0005	NA
220	sp5	VMA	1.8	2.3	NA	0.0044	NA
220	sp6	KLA	1.3	1.4	NA	0.0169	NA
220	sp7	GMI	0.6	1.6	NA	not_detected	NA
220	sp8	GSH	1.2	1.2	NA	0.0013	NA
221	sp1	GPR	1	1.8	NA	0.0019	0.0138
221	sp2	CVU	0.7	0.9	NA	not_detected	NA
221	sp3	VCO	1.1	1.5	NA	0.003	NA
221	sp4	VVI	0.9	1.1	sick	0.0009	NA
221	sp5	VMA	2.7	3.9	NA	0.0054	NA
221	sp6	PJA	0.8	1	NA	0.0038	NA
221	sp7	GMI	0.5	0.7	NA	not_detected	NA
221	sp8	GSH	1.9	3.1	NA	0.0054	NA
222	sp1	VAN	3.9	3.9	no_leaves	0.007	NA
222	sp2	VMY	0.8	0.9	NA	not_detected	NA
222	sp3	VCO	2.7	2.8	NA	0.0053	NA
222	sp4	VVI	0.6	0.7	NA	0.0007	NA
222	sp5	VMA	2.3	2.5	NA	0.004	NA
222	sp6	KLA	0.9	1.3	NA	0.0096	NA
222	sp7	GMI	0.3	0.4	NA	not_detected	NA
222	sp8	GSH	1.4	2.2	NA	0.0045	NA
223	sp1	GPR	1.1	1.8	NA	0.0008	NA
223	sp2	CVU	0.4	0.6	NA	not_detected	NA
223	sp3	VCO	1.6	2.2	NA	0.0028	NA
223	sp4	VVI	1.2	1.7	NA	0.0029	NA
223	sp5	VMA	2.5	2.8	NA	0.006	NA
223	sp6	KLA	0.2	0.7	NA	0.0009	NA
223	sp7	GMI	0.6	0.7	NA	not_detected	NA
223	sp8	GSH	2.2	2.5	NA	0.0045	NA
224	sp1	VAN	1	1.7	NA	0.0011	NA
224	sp2	CVU	0.5	0.6	NA	not_detected	NA
224	sp3	VCO	2.8	2.5	dead	0.0031	NA
224	sp4	VVI	1.2	2	NA	0.002	NA
224	sp5	VMA	1.3	2	NA	0.0019	NA
224	sp6	KLA	1	1.3	NA	0.0071	NA
224	sp7	GMI	0.7	0.7	NA	0.0006	NA
224	sp8	GSH	2	2.5	NA	0.0039	NA
225	sp1	GPR	0.7	1.1	NA	0.0016	0.0264
225	sp2	VMY	0.5	1.1	NA	0.0027	NA
225	sp3	VCO	1.7	1.9	NA	0.0021	NA
225	sp4	VVI	0.9	1.5	NA	0.0019	NA
225	sp5	VMA	1.8	2.3	NA	0.0056	NA
225	sp6	KLA	2.4	2.1	NA	0.0233	NA
225	sp7	GMI	0.4	0.4	NA	0.0005	NA
225	sp8	GSH	1.6	1.9	NA	0.0016	NA
226	sp1	GPR	1.1	1.6	NA	0.004	NA
226	sp2	CVU	0.2	0.6	NA	0.0008	NA
226	sp3	VCO	2.6	3.5	NA	0.0109	NA
226	sp4	VVI	0.9	1.7	NA	0.0021	NA
226	sp5	VMA	3.1	4.4	NA	0.0122	NA
226	sp6	KLA	2.9	3.6	NA	0.0559	NA
226	sp7	GMI	0.3	0.7	NA	not_detected	NA
226	sp8	GSH	4.1	6.5	NA	0.0725	NA
227	sp1	VAN	2.2	2.2	no_leaves	0.0033	NA
227	sp2	VMY	1	1.7	NA	0.0018	NA
227	sp3	VCO	1.9	1.9	dead	0.004	NA
227	sp4	VVI	1.1	1.7	NA	0.0024	NA
227	sp5	VMA	3.1	3.5	NA	0.0063	NA
227	sp6	KLA	1.2	1.8	NA	0.0134	NA
227	sp7	GMI	0.3	0.7	NA	0.0006	NA
227	sp8	GSH	0.9	1.4	NA	0.0011	NA
228	sp1	GPR	0.7	1.4	NA	0.0014	0.0426
228	sp2	CVU	0.3	0.4	NA	not_detected	NA
228	sp3	VCO	2.7	2.9	NA	0.0043	NA
228	sp4	VVI	1.1	1.3	NA	0.0021	NA
228	sp5	VMA	2.6	3.2	NA	0.0054	NA
228	sp6	KLA	2	2.3	NA	0.0318	NA
228	sp7	GMI	0.5	0.7	NA	not_detected	NA
228	sp8	GSH	0.2	0.7	NA	0.0005	NA
229	sp1	GPR	0.8	1	NA	0.0013	NA
229	sp2	VMY	0.6	1.6	NA	0.0008	NA
229	sp3	VCO	2.1	2.4	NA	0.0044	NA
229	sp4	VVI	0.9	1.2	NA	0.0008	NA
229	sp5	VMA	2	2.1	NA	0.0022	NA
229	sp6	KLA	0.9	1.1	NA	0.0065	NA
229	sp7	GMI	0.7	0.7	NA	not_detected	NA
229	sp8	GSH	5	5.1	NA	0.0182	NA
230	sp1	GPR	0.5	1	NA	0.0014	NA
230	sp2	VMY	0.6	0.9	NA	0.0008	NA
230	sp3	VCO	0.8	0.8	NA	0.001	NA
230	sp4	VVI	0.4	0.5	NA	0.0005	NA
230	sp5	VMA	2.5	3.2	NA	0.0006	NA
230	sp6	KLA	1.2	1.6	NA	0.012	NA
230	sp7	GMI	0.2	0.4	NA	not_detected	NA
230	sp8	GSH	1.1	1.1	sick	0.0008	NA
231	sp1	VAN	1.3	1.5	NA	0.0029	NA
231	sp2	VMY	2.6	2.5	NA	0.0074	NA
231	sp3	VCO	1.3	1.3	NA	0.0017	NA
231	sp4	VVI	0.8	0.9	NA	not_detected	NA
231	sp5	VMA	1.6	2.2	NA	0.0042	NA
231	sp6	PJA	0.9	1.2	NA	0.0019	NA
231	sp7	GMI	0.3	0.4	NA	not_detected	NA
231	sp8	GSH	0.8	1.1	NA	0.001	NA
232	sp1	GPR	1.3	1.6	NA	0.0014	0.0475
232	sp2	CVU	0.5	0.7	NA	not_detected	NA
232	sp3	VCO	1.7	1.8	NA	0.0021	NA
232	sp4	VVI	1.2	1.6	NA	0.0018	NA
232	sp5	VMA	2.8	3.5	NA	0.007	NA
232	sp6	KLA	2.1	2.1	NA	0.0238	NA
232	sp7	GMI	0.3	0.6	NA	not_detected	NA
232	sp8	GSH	3.7	3.8	NA	0.0283	NA
233	sp1	GPR	0.8	1.5	NA	0.0031	NA
233	sp2	CVU	0.2	0.3	NA	0.0004	NA
233	sp3	VCO	0.4	0.5	NA	0.0014	NA
233	sp4	VVI	1.3	1.4	NA	0.0025	NA
233	sp5	VMA	3.3	3.5	NA	0.0081	NA
233	sp6	KLA	0.7	0.7	sick	0.0016	NA
233	sp7	GMI	0.2	0.2	NA	not_detected	NA
233	sp8	GSH	1	1.1	NA	0.0016	NA
234	sp1	GPR	0.6	0.9	NA	0.0009	NA
234	sp2	CVU	0.7	0.7	NA	not_detected	NA
234	sp3	VCO	2.2	2.6	NA	0.0033	NA
234	sp4	VVI	1.3	1.3	NA	0.0008	NA
234	sp5	VMA	1.4	1.5	NA	0.0016	NA
234	sp6	KLA	0.3	0.5	NA	not_detected	NA
234	sp7	GMI	0.6	0.7	NA	not_detected	NA
234	sp8	GSH	2.4	3.6	NA	0.019	NA
235	sp1	VAN	0.8	1.2	NA	0.0021	0.0412
235	sp2	CVU	0.6	0.9	NA	0.0006	NA
235	sp3	VCO	4	5	NA	0.0121	NA
235	sp4	VVI	1.4	1.5	NA	0.0008	NA
235	sp5	VMA	1.9	3.1	NA	0.0056	NA
235	sp6	KLA	1.5	1.9	NA	0.0216	NA
235	sp7	GMI	0.5	0.6	NA	0.0005	NA
235	sp8	GSH	0.5	0.6	NA	0.0006	NA
236	sp1	GPR	0.6	1.9	NA	0.0023	NA
236	sp2	CVU	0.4	0.7	NA	not_detected	NA
236	sp3	VCO	1.3	1.4	NA	0.0023	NA
236	sp4	VVI	1	2	NA	0.0011	NA
236	sp5	VMA	3.2	4.1	NA	0.0066	NA
236	sp6	KLA	0.3	0.4	NA	not_detected	NA
236	sp7	GMI	0.4	0.7	NA	not_detected	NA
236	sp8	GSH	2.9	3.6	NA	0.0111	NA
237	sp1	GPR	0.8	1	NA	0.0014	NA
237	sp2	VMY	1	1.3	NA	0.0012	NA
237	sp3	VCO	0.6	1.4	NA	0.0012	NA
237	sp4	VVI	1.5	1.7	NA	0.0025	NA
237	sp5	VMA	2.4	2.3	NA	0.0027	NA
237	sp6	KLA	2.2	1.8	NA	0.0171	NA
237	sp7	GMI	0.5	0.6	NA	not_detected	NA
237	sp8	GSH	2	2.6	NA	0.0068	NA
238	sp1	VAN	1.5	1.9	NA	0.0017	NA
238	sp2	CVU	0.7	1.1	NA	0.0015	NA
238	sp3	VCO	2.9	3.5	dead	0.0048	NA
238	sp4	VVI	1.9	2.1	NA	0.0043	NA
238	sp5	VMA	3	3.6	NA	0.0056	NA
238	sp6	KLA	0.4	0.7	NA	0.0004	NA
238	sp7	GMI	0.2	0.6	NA	not_detected	NA
238	sp8	GSH	1.2	1.7	NA	0.0019	NA
239	sp1	GPR	0.8	1.2	NA	0.0016	0.0408
239	sp2	CVU	3.1	3.4	NA	0.0178	NA
239	sp3	VCO	1.9	2.5	NA	0.0027	NA
239	sp4	VVI	1.2	1.2	NA	0.0015	NA
239	sp5	VMA	3.5	3.6	NA	0.0073	NA
239	sp6	KLA	1.1	1.1	NA	0.008	NA
239	sp7	GMI	0.5	0.5	NA	0.0006	NA
239	sp8	GSH	1.3	2	NA	0.0033	NA
240	sp1	VAN	0.6	0.7	NA	0.0011	NA
240	sp2	CVU	0.3	NA	no_plant	NA	NA
240	sp3	VCO	0.7	2.2	NA	0.0009	NA
240	sp4	VVI	0.8	1.5	NA	0.0017	NA
240	sp5	VMA	1.5	1.8	NA	0.0021	NA
240	sp6	PJA	1	2.1	NA	0.0048	NA
240	sp7	GMI	0.4	0.4	NA	not_detected	NA
240	sp8	GSH	3.9	5.4	NA	0.0129	NA
241	sp1	VAN	0.6	0.9	NA	not_detected	NA
241	sp2	CVU	1	1.8	NA	0.0022	NA
241	sp3	VCO	1.2	2.4	sick	0.0039	NA
241	sp4	VVI	0.9	1.2	NA	0.0017	NA
241	sp5	VMA	1.6	2.5	NA	0.0038	NA
241	sp6	KLA	0.3	0.7	NA	0.0011	NA
241	sp7	GMI	0.4	0.5	NA	not_detected	NA
241	sp8	GSH	3.8	6.3	NA	0.0273	NA
242	sp1	GPR	0.5	1	NA	0.0022	0.0157
242	sp2	CVU	0.8	1.1	NA	0.0014	NA
242	sp3	VCO	1.7	2.2	NA	0.0005	NA
242	sp4	VVI	0.5	0.9	NA	not_detected	NA
242	sp5	VMA	1.7	2	NA	0.0022	NA
242	sp6	KLA	0.5	1	NA	0.0021	NA
242	sp7	GMI	0.5	0.8	NA	0.0005	NA
242	sp8	GSH	1.8	2	NA	0.0022	NA
243	sp1	VAN	0.9	1.2	NA	0.0011	NA
243	sp2	VMY	1	1.3	no_leaves	0.0028	NA
243	sp3	VCO	3	3.1	NA	0.0037	NA
243	sp4	VVI	1	1	NA	0.0007	NA
243	sp5	VMA	4.6	4	NA	0.0054	NA
243	sp6	KLA	1	1.3	NA	0.0034	NA
243	sp7	GMI	0.1	0.3	NA	not_detected	NA
243	sp8	GSH	7.3	7.1	NA	0.0473	NA
244	sp1	GPR	1	1.1	NA	0.0025	NA
244	sp2	VMY	1.9	1.9	NA	0.0022	NA
244	sp3	VCO	3.1	2.1	dead	0.0026	NA
244	sp4	VVI	1.9	1.6	dead	0.0011	NA
244	sp5	VMA	3.2	3.2	NA	0.0042	NA
244	sp6	KLA	0.4	0.4	NA	not_detected	NA
244	sp7	GMI	0.6	0.6	NA	not_detected	NA
244	sp8	GSH	4.8	5.2	NA	0.0236	NA
245	sp1	VAN	1.1	1.7	NA	0.0011	0.0595
245	sp2	VMY	0.4	1	NA	0.0016	NA
